t ECG
0.0 0.00010475318532082094
0.003906296521252396 5.531395437552453e-05
0.007812593042504793 4.127565423056382e-05
0.01171888956375719 2.2888532845044662e-07
0.015625186085009585 -6.538490882734417e-05
0.01953148260626198 -0.00011268787670710307
0.02343777912751438 -0.0001360341802090486
0.027344075648766775 -0.000130083161669337
0.03125037217001917 -0.00014900434882124055
0.03515666869127157 -0.00019584954604409858
0.03906296521252396 -0.00022453650720988787
0.04296926173377636 -0.0002310978866254673
0.04687555825502876 -0.00020698863202868695
0.05078185477628115 -0.0002013427939269093
0.05468815129753355 -0.00023445487144274052
0.05859444781878594 -0.00025352864881361106
0.06250074434003834 -0.00025383382925154495
0.06640704086129073 -0.00021934843976501107
0.07031333738254314 -0.00019218738078889143
0.07421963390379553 -0.0002256046387426566
0.07812593042504792 -0.0002552071412222476
0.08203222694630033 -0.0002552071412222476
0.08593852346755272 -0.00023048752574959943
0.08984481998880511 -0.000202563515678645
0.09375111651005752 -0.00022285801480125125
0.09765741303130991 -0.00025307087815671015
0.1015637095525623 -0.00025764858472571904
0.1054700060738147 -0.00023323414969100481
0.1093763025950671 -0.00020119020370794232
0.1132825991163195 -0.00021614404516670483
0.11718889563757189 -0.0002458991378652628
0.12109519215882429 -0.00025444419012741283
0.12500148868007668 -0.00023537041275654232
0.1289077852013291 -0.00020302128633554588
0.13281408172258147 -0.00021461814297703516
0.13672037824383387 -0.00024254215304798962
0.14062667476508628 -0.00025490196078431374
0.14453297128633866 -0.0002466620889600977
0.14843926780759106 -0.00021385519188220033
0.15234556432884347 -0.0002191958495460441
0.15625186085009585 -0.0002481879911497673
0.16015815737134825 -0.0002605477988860914
0.16406445389260066 -0.00025352864881361106
0.16797075041385304 -0.00022499427786678875
0.17187704693510544 -0.00022865644312199587
0.17578334345635785 -0.00025810635538262
0.17968963997761023 -0.0002761120012207218
0.18359593649886263 -0.0002715342946517128
0.18750223302011504 -0.00023720149538414588
0.19140852954136742 -0.00023964293888761732
0.19531482606261982 -0.0002767223620965896
0.1992211225838722 -0.00029365987640192265
0.2031274191051246 -0.00029030289158464947
0.207033715626377 -0.00025764858472571904
0.2109400121476294 -0.0002486457618066682
0.2148463086688818 -0.0002823682001983673
0.2187526051901342 -0.0003055619134813459
0.22265890171138658 -0.00030418860151064316
0.226565198232639 -0.00026909285114824137
